rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
241	C16H30NO3S	[M + H]+	C16H30NO3S	0.9999999999999999	85.37383677939256	85.37383677939256	0.0	37	0.833108080435762	2.174374129531297	4.621340151926859	5.276007793928141		317.20359	821.0239791870117	692_mz3_iin_sirius_805
242	C20H24O2	[M + H]+	C20H24O2	0.9999999999999999	85.27225607959693	85.27225607959693	0.0	24	0.7396011682948939	1.5849836244481539	5.705512111160617	-121205.52110424152		297.18551	647.2555437684059	453_mz3_iin_sirius_495
243	C23H26N3O5	[M + H]+	C23H26N3O5	0.9999999999999999	85.21316279491732	81.42390926552194	3.7892535293953746	34	0.6982641714130732	-0.3175956219048754	4.943243879570978	-84712.55353564963		425.19620	360.80801010131836	310_mz3_iin_sirius_342
244	C17H22O3	[M - H2O + H]+	C17H20O2	0.9999999999999999	85.16897858261119	85.16897858261119	0.0	15	0.5427127211457459	-2.918645307587771	4.307899646169746	-70035.75555313333		257.15418	679.0460014343262	489_mz3_iin_sirius_538
245	C20H30	[M + H]+	C20H30	0.9999999999999999	84.97656824306048	84.97656824306048	0.0	31	0.8307409068378689	1.3420636992619508	3.813374542367081	-66397.72015403202		271.24270	836.6418188469459	702_mz3_iin_sirius_828
246	C20H32O2	[M + H]+	C20H32O2	0.9999999999999999	84.74964269221604	81.19423223497535	3.555410457240692	31	0.7168383983305073	1.8614711096746082	5.846418054233132	1.6472433218101294		305.24801	880.9450149536133	777_mz3_iin_sirius_931
247	C20H30O	[M + H]+	C20H30O	0.9999999999999999	84.6027188846111	84.6027188846111	0.0	28	0.8097428958051424	1.2322594385334809	3.9853545501162633	-62701.33680937588		287.23734	893.0100059509277	794_mz3_iin_sirius_948
248	C13H10O2	[M + H]+	C13H10O2	0.9999999999999999	84.5781105534055	84.5781105534055	0.0	17	0.5332208394853407	1.9440913216491695	2.570909594549679	-90470.61733729344		199.07544	215.66900253295898	105_mz3_iin_sirius_121
249	C20H32O	[M + H]+	C20H32O	0.9999999999999999	84.57053114608833	84.57053114608833	0.0	32	0.8383209235326335	0.9881811192271527	3.0642141984130054	-62262.6039754984		289.25348	768.086986541748	618_mz3_iin_sirius_691
250	C20H32O2	[M - H4O2 + H]+	C20H28	0.9999999999999999	84.52486391236705	83.87443925948229	0.6504246528847646	19	0.7145299145299145	0.16510899530769563	5.06747231750432	-133792.3504591545		269.22699	882.765998840332	780_mz3_iin_sirius_934
251	C20H30O4	[M + H]+	C20H30O4	0.9999999999999999	84.1728875055044	84.1728875055044	0.0	25	0.6319557435730555	0.5232376762265147	3.326566402037118	1.6719341079451155		335.22225	751.7860221862793	586_mz3_iin_sirius_650
252	C19H24O	[M + H]+	C19H24O	0.9999999999999999	84.07760641212334	80.9473317808786	3.13027463124474	22	0.5575430050235957	-0.5437598305672977	4.943243879570978	-133810.4856581572		269.19060	690.418912768364	497_mz3_iin_sirius_546
253	C19H26O	[M + H]+	C19H26O	0.9999999999999999	83.79294772759515	83.79294772759515	0.0	33	0.8341311475409837	-0.2155861910094342	3.555836167909873	-66406.70483366108		271.20629	1136.151008605957	1184_mz3_iin_sirius_1405
253	C19H26O	[M + H]+	C19H26O	0.9999999999999999	83.37134065295463	83.37134065295463	0.0	28	0.7036471067644664	1.3203834336956108	5.135764935280973	-66407.82308890039		271.20601	732.6664393628016	557_mz3_iin_sirius_618
254	C19H28O	[M + H]+	C19H28O	0.9999999999999999	83.36709671994855	79.89948838737412	3.4676083325744296	20	0.4723070213693851	3.96662488568867	5.673001815778718	0.4380491799683411		273.22141	1053.823013305664	1043_mz3_iin_sirius_1251
255	C30H48O3	[M + H]+	C30H48O3	0.9999999999999999	83.33444426185392	83.33444426185392	0.0	31	0.7321721134776236	0.49197714722291064	3.8939468485167765	-0.4976168376530681		457.36739	1001.0509872436523	950_mz3_iin_sirius_1124
256	C22H34O2	[M + H]+	C22H34O2	0.9999999999999999	83.10512311878249	83.10512311878249	0.0	24	0.7373764648701193	1.173426377276832	3.5008211573786854	-54368.6187138865		331.26339	1019.8070526123047	994_mz3_iin_sirius_1182
257	C16H24N3O7	[M + H]+	C16H24N3O7	0.9999999999999999	83.08832777704798	80.33976880539055	2.748558971657426	28	0.5334817605754409	4.4649445991881365	5.192843005569402	-48525.46561711716		371.16816	275.8450126647949	195_mz3_iin_sirius_221
258	C15H10O7	[M + H]+	C15H10O7	0.9999999999999999	82.97468106299097	78.27162249173784	4.703058571253122	29	0.768078966079719	-1.5560516103847069	3.722163944443657	1.97865494648817		303.05053	361.9630825321656	311_mz3_iin_sirius_343
259	C19H26	[M + H]+	C19H26	0.9999999999999999	82.9308158373809	82.9308158373809	0.0	21	0.4621993127147765	0.8988423240694168	3.665553991760537	-70569.15115560236		255.21125	1011.2490463256836	974_mz3_iin_sirius_1151
260	C18H39NO3	[M + H]+	C18H39NO3	0.9999999999999999	82.85527250815295	77.5037685100663	5.351503998086649	21	0.46014492753623165	-1.1476497849634932	6.857037879692823	1.299474842319903		318.30068	582.0155757665634	417_mz3_iin_sirius_459
261	C16H32N2O6S	[M + H]+	C16H32N2O6S	0.9999999999999999	82.64852258411284	82.64852258411284	0.0	24	0.6811254396248537	2.099268778211573	4.739779954917952	-4.858616901610514		381.20353	1079.8649597167969	1088_mz3_iin_sirius_1298
262	C20H30O	[M + H]+	C20H30O	0.9999999999999999	82.53942672432822	82.53942672432822	0.0	27	0.8028597868593091	0.1769886546754269	4.019834196682901	-62702.62051596569		287.23699	921.8029975891113	837_mz3_iin_sirius_999
263	C19H26O3	[M + H]+	C19H26O3	0.9999999999999999	82.53165769205884	82.53165769205884	0.0	26	0.7519853390348198	2.76534317545883	4.3729114639607785	-59401.44773821496		303.19577	702.3220252990723	513_mz3_iin_sirius_565
264	C18H30O	[M + H]+	C18H30O	0.9999999999999999	82.40497592036951	82.40497592036951	0.0	21	0.5855813953488371	7.013605749608404	8.261256166782584	-68416.79720377157		263.23763	902.7064990997314	805_mz3_iin_sirius_960
265	C30H46O3	[M + H]+	C30H46O3	0.9999999999999999	82.31020832720002	82.31020832720002	0.0	33	0.8655853272982551	0.5565691271908266	3.0534960885619267	-39551.32275079815		455.35273	1091.196078476496	1096_mz3_iin_sirius_1307
266	C19H24O2	[M + H]+	C19H24O2	0.9999999999999999	81.97933698130981	81.97933698130981	0.0	28	0.7925865635703871	0.16510899530769563	3.051514966879974	-63152.25878739732		285.18537	905.171012878418	811_mz3_iin_sirius_967
267	C18H32O5	[M - H6O3 + H]+	C18H26O2	0.9999999999999999	81.43201539502256	81.43201539502256	0.0	20	0.4844192634560905	0.685164737589674	6.440594299163397	-196333.70254408603		275.20102	548.0610805749893	391_mz3_iin_sirius_430
268	C19H24	[M + H]+	C19H24	0.9999999999999999	81.32495058658594	81.32495058658594	0.0	25	0.7374889142277966	3.2387053063489484	5.649469476823521	-142263.68177217018		253.19566	733.0567288398743	565_mz3_iin_sirius_626
269	C29H46O	[M + H]+	C29H46O	0.9999999999999999	81.30133705732815	81.30133705732815	0.0	19	0.4745139253809775	-1.8450418509188249	6.1645694850503	-43780.86570383229		411.36288	1411.25638961792	1692_mz3_iin_sirius_2257
270	C20H28O	[M + H]+	C20H28O	0.9999999999999999	81.2428352334633	81.2428352334633	0.0	28	0.8434323237850695	1.5828436320935224	2.570909594549679	-63143.86624091192		285.22185	681.2858980894089	493_mz3_iin_sirius_542
270	C20H28O	[M + H]+	C20H28O	0.9999999999999999	80.74583103099475	80.74583103099475	0.0	31	0.8294844312832862	1.1464794195106307	4.726499268178827	-63144.1296132281		285.22178	1176.85152053833	1246_mz3_iin_sirius_1476
271	C29H24O11	[M - H4O2 + H]+	C29H20O9	0.9999999999999999	80.62370906187847	74.54387887708246	6.079830184796008	25	0.7932285885065323	0.5608811487835903	4.966734975527153	-70198.50376640678		513.11896	401.74052963400754	324_mz3_iin_sirius_356
272	C19H26O3	[M + Na]+	C19H26O3	0.9999999999999999	80.56692556778826	78.28111749557821	2.285808072210039	27	0.7046091661777172	3.390183281900057	5.7354378673062865	2.353226698145015		325.17818	729.0256172418594	555_mz3_iin_sirius_616
273	C20H30O3	[M + H]+	C20H30O3	0.9999999999999999	80.46528911222684	80.46528911222684	0.0	29	0.7316327980673583	-0.20423380568855645	3.693424549358868	1.6783720938959648		319.22731	757.367992401123	598_mz3_iin_sirius_666
274	C20H26O2	[M + H]+	C20H26O2	0.9999999999999999	80.22956118069798	80.22956118069798	0.0	22	0.706867435969603	-0.07748097083117181	6.214821011311274	-60193.94594535185		299.20103	733.444447517395	558_mz3_iin_sirius_619
275	C20H28O4	[M + H]+	C20H28O4	0.9999999999999999	80.08383498715747	80.08383498715747	0.0	29	0.7936040650078638	0.792817871282864	4.381712488355859	0.6717817919761624		333.20626	574.8831426722609	408_mz3_iin_sirius_449
276	C18H28O2	[M + H]+	C18H28O2	0.9999999999999999	80.04089215529262	79.42730605702455	0.6135860982680656	18	0.3687895212285457	1.007159019853547	7.383213121529289	-129937.33118072311		277.21656	901.8259305506945	802_mz3_iin_sirius_957
277	C19H24O	[M + H]+	C19H24O	0.9999999999999999	79.98550735426716	79.98550735426716	0.0	30	0.8317246403205246	1.635255117277301	3.007318421497462	-133810.8582408139		269.19051	755.3326175361872	597_mz3_iin_sirius_665
278	C20H28O2	[M + H]+	C20H28O2	0.9999999999999999	79.97999424607754	79.97999424607754	0.0	27	0.808036502054501	1.0010759491057821	4.170462380073335	-59790.96435435442		301.21673	1000.9841298311949	948_mz3_iin_sirius_1121
279	C27H42O4	[M + H]+	C27H42O4	0.9999999999999999	79.82548607604542	79.82548607604542	0.0	35	0.8440689897923268	4.114110440905126	5.8409812491383954	0.73268453505068		431.31590	925.851001739502	847_mz3_iin_sirius_1010
280	C19H26O4	[M + H]+	C19H26O4	0.9999999999999999	79.37811925486878	79.37811925486878	0.0	28	0.7140644797972688	-0.24194525227512234	3.693424549358868	1.5846768523071968		319.19089	753.7019920349121	595_mz3_iin_sirius_663
281	C20H32O3	[M + Na]+	C20H32O3	0.9999999999999999	79.20515130235984	79.20515130235984	0.0	33	0.7305601213807056	0.5679926902178751	2.9485547501320832	1.3502247528255993		343.22483	699.3050193786621	511_mz3_iin_sirius_563
282	C22H47NO	[M + H]+	C22H47NO	0.9999999999999999	79.01642974117468	76.1627862332418	2.8536435079328664	20	0.4887372013651879	2.551485906388818	5.19852063163733	1.9223106725817176		342.37370	645.4229736328125	457_mz3_iin_sirius_499
283	C30H48O4	[M + H]+	C30H48O4	0.9999999999999999	78.50285664021493	78.50285664021493	0.0	30	0.864887005649718	0.36949472971622416	3.4134000461274727	1.3971150402430856		473.36320	1120.9319686889648	1145_mz3_iin_sirius_1358
284	C16H22O2	[M + H]+	C16H22O2	0.9999999999999999	78.32683038870323	78.32683038870323	0.0	16	0.5603498542274055	2.3392331065057057	4.904069247450762	-72865.52764794126		247.16967	669.9040031433105	482_mz3_iin_sirius_531
285	C34H65NO4	[M - H2O + H]+	C34H63NO3	0.9999999999999999	78.2879056655093	78.2879056655093	0.0	21	0.6296633303002731	3.0434247040867346	8.545042740685933	-33695.614890679164		534.48871	1440.7049560546875	1721_mz3_iin_sirius_2289
286	C20H18O5	[M + H]+	C20H18O5	0.9999999999999999	78.16189720883621	78.16189720883621	0.0	20	0.6734009087731561	4.151343581920976	5.842025668702907	1.5459643780248187		339.12322	639.6830177307129	451_mz3_iin_sirius_493
287	C29H44O2	[M + H]+	C29H44O2	0.9999999999999999	78.06784122276693	77.27178300822266	0.796058214544269	27	0.7588882797014046	1.2049410095459336	2.3976776398273563	0.656086081815423		425.34169	1120.5640411376953	1143_mz3_iin_sirius_1356
288	C20H26	[M + H]+	C20H26	0.9999999999999999	78.03989026568699	78.03989026568699	0.0	16	0.6940472231459925	-0.7807051050972127	3.9228601280722137	-67400.05386391691		267.21124	1134.3699645996094	1180_mz3_iin_sirius_1401
289	C19H26O	[M + H]+	C19H26O	0.9999999999999999	77.95217872324594	77.95217872324594	0.0	32	0.8701401808249694	1.3256457941386828	3.3579797734367265	-66406.51722621299		271.20634	750.9277737111552	612_mz3_iin_sirius_685
290	C13H10O2	[M + H]+	C13H10O2	0.9999999999999999	77.89452738377616	77.89452738377616	0.0	15	0.6946634323832627	1.6330405988872232	2.3928712632805245	-90468.6152448347		199.07581	240.24599075317383	135_mz3_iin_sirius_156
291	C18H30O5	[M - H4O2 + H]+	C18H26O3	0.9999999999999999	77.86013699786432	77.86013699786432	0.0	24	0.6251810282404053	1.0531469160372149	8.054041827054613	-123699.92243426933		291.19571	576.4766138792038	409_mz3_iin_sirius_450
292	C21H30O2	[M + H]+	C21H30O2	0.9999999999999999	77.7558546640576	77.7558546640576	0.0	25	0.7111559527241282	-2.2867536581730192	2.654113747562425	-57132.61515946265		315.23237	941.3029861450195	874_mz3_iin_sirius_1040
293	C32H50O4	[M + H]+	C32H50O4	0.9999999999999999	77.55350924648107	77.55350924648107	0.0	33	0.8402583090040794	2.1251708094290995	5.239678103863246	5.241411072050944		499.38080	1258.008041381836	1431_mz3_iin_sirius_1867
294	C20H30O2	[M + H]+	C20H30O2	0.9999999999999999	77.36226965088139	77.36226965088139	0.0	24	0.746144685918428	2.882958712200107	4.420558227826959	0.7699190350344841		303.23209	690.1259994506836	504_mz3_iin_sirius_555
295	C20H44N3O9	[M + Na]+	C20H44N3O9	0.9999999999999999	77.3036259322723	76.090281921263	1.2133440110093012	27	0.46692015209125465	1.8627597787122836	6.348764394384714	4.1189318985374035		493.29901	340.90964287519455	289_mz3_iin_sirius_320
296	C15H12O6	[M + H]+	C15H12O6	0.9999999999999999	77.26995432254446	71.70163048540398	5.568323837140478	15	0.5165252997952616	-0.5184518244859488	4.340956371518233	0.7549527193841886		289.07088	259.20498847961426	164_mz3_iin_sirius_187
297	C20H26O5	[M + H]+	C20H26O5	0.9999999999999999	77.24485665749725	77.24485665749725	0.0	28	0.7546911649726349	2.158826496643844	3.8042188244511896	1.5561371047188488		347.18584	561.1347538232803	397_mz3_iin_sirius_438
298	C19H26	[M + H]+	C19H26	0.9999999999999999	77.20261799343868	77.20261799343868	0.0	21	0.5826239159837697	-0.16801122643464833	4.985721290057857	-70569.0102460577		255.21128	872.6836786419153	771_mz3_iin_sirius_924
299	C29H57NO3	[M + H]+	C29H57NO3	0.9999999999999999	77.12744665608051	77.12744665608051	0.0	25	0.6843368237347296	1.0493830103392847	4.84369872033672	-38446.46242612086		468.44176	868.424137944351	753_mz3_iin_sirius_897
300	C47H70N3O6	[M + Na]+	C47H70N3O6	0.9999999999999999	77.06075471547975	74.62152446839615	2.4392302470835947	36	0.6709661102680833	2.751719945731307	5.971532316749811	9.535939522256433		795.52327	1352.958984375	1612_mz3_iin_sirius_2162
301	C18H30O2	[M + H]+	C18H30O2	0.9999999999999999	76.45879246060778	73.10262406579068	3.3561683948171	28	0.7781413612565447	5.145785689944198	7.021671440490636	0.942031697118393		279.23212	1176.0430526733398	1244_mz3_iin_sirius_1474
302	C20H28O3	[M + Na]+	C20H28O3	0.9999999999999999	76.3741515183692	76.3741515183692	0.0	25	0.7378436949749423	-0.18710554553457387	5.074231772062281	2.016064079568197		339.19375	849.1179422289133	724_mz3_iin_sirius_859
303	C20H28O4	[M + H]+	C20H28O4	0.9999999999999999	76.3674271655813	73.33703416245021	3.0303930031311026	24	0.773060248168635	1.9586264338853263	3.2603824691060357	1.6938107281635189		333.20660	494.99385335482657	360_mz3_iin_sirius_395
304	C15H10O6	[M + H]+	C15H10O6	0.9999999999999999	76.20180731861964	70.87713154697094	5.324675771648699	25	0.7083622785689477	2.313686335383983	4.676626303508241	1.5944969363451298		287.05547	279.5280090079905	212_mz3_iin_sirius_239
305	C43H84N3O9	[M + Na]+	C43H84N3O9	0.9999999999999999	76.15897582308264	67.494698583343	8.664277239739654	39	0.7365250965250961	-0.002079770990234335	3.825501458542809	1.6980035404887368		809.61135	1569.0204762294888	1837_mz3_iin_sirius_2426
306	C20H24O2	[M + H]+	C20H24O2	0.9999999999999999	76.04861950167441	76.04861950167441	0.0	29	0.746141597256247	0.7005805953985119	4.071969904583877	-121205.52254282557		297.18551	514.9745035171509	365_mz3_iin_sirius_400
307	C19H26	[M + H]+	C19H26	0.9999999999999999	76.03814252675565	76.03814252675565	0.0	19	0.5458978164087342	-0.18710554553457387	5.5933085043424535	-70569.52668090815		255.21116	940.403995513916	872_mz3_iin_sirius_1038
308	C11H12N2O4S	[M + Na]+	C11H12N2O4S	0.9999999999999999	75.98611760173188	75.98611760173188	0.0	25	0.46746065504040807	-4.558138168001357	8.047121847272546	2.5191863605521037		291.04173	300.6840133666992	238_mz3_iin_sirius_265
309	C20H30O2	[M + H]+	C20H30O2	0.9999999999999999	75.97421812764853	75.97421812764853	0.0	15	0.4692034827475009	1.5916878944053832	4.277237779365523	0.030561733733404227		303.23187	1014.3910217285156	978_mz3_iin_sirius_1160
310	C18H30O2	[M + H]+	C18H30O2	0.9999999999999999	75.67590437834846	72.14802834442972	3.527876033918743	22	0.5380796706623079	-1.5025089769295223	3.7884166912773045	1.1228898651046786		279.23217	1121.4800262451172	1147_mz3_iin_sirius_1360
311	C20H28O	[M + H]+	C20H28O	0.9999999999999999	75.5197002544299	75.5197002544299	0.0	27	0.7973222669857329	1.8824130473490928	2.6729467766822195	-63143.67471975066		285.22190	896.8976628407836	790_mz3_iin_sirius_944
312	C17H22O2	[M + H]+	C17H22O2	0.9999999999999999	75.48268678418329	72.62715101150964	2.85553577267365	22	0.660784649648792	-2.4340260521890547	6.820530085146514	-69498.20174632069		259.16810	660.0180244445801	473_mz3_iin_sirius_520
313	C20H32O3	[M + H]+	C20H32O3	0.9999999999999999	75.48075074752369	75.48075074752369	0.0	28	0.741529434033693	1.2251498190675825	4.467996901584555	0.9548107483066616		321.24273	700.5670166015625	512_mz3_iin_sirius_564
314	C20H30O4	[M - H2O + H]+	C20H28O3	0.9999999999999999	75.32175394847539	75.32175394847539	0.0	28	0.7896039225869522	1.9585116481782663	4.281686530416589	-56783.63849716509		317.20938	906.0570393781661	822_mz3_iin_sirius_979
315	C20H26O2	[M + H]+	C20H26O2	0.9999999999999999	75.300304497597	75.300304497597	0.0	18	0.6124553748512493	-0.010477568868156827	2.1992750454289576	-60194.328473474525		299.20092	495.85498809814453	356_mz3_iin_sirius_391
316	C19H22O2	[M + H]+	C19H22O2	0.9999999999999999	75.18590501793706	75.18590501793706	0.0	33	0.8442064264849076	0.7553933835297382	3.6566602308756173	-63601.70932086465		283.16974	863.2340240478516	744_mz3_iin_sirius_887
317	C20H28O3	[M + H]+	C20H28O3	0.9999999999999999	75.17456811453187	75.17456811453187	0.0	22	0.6794007490636702	0.813037839074262	4.701491239938979	-56778.45888397113		317.21094	1126.0210418701172	1152_mz3_iin_sirius_1366
318	C20H30O4	[M + Na]+	C20H30O4	0.9999999999999999	75.09646372360697	72.20940938120516	2.88705434240181	15	0.36842105263157876	2.155236356261338	9.647373922611031	1.7812897657124713		357.20427	703.6043327045627	515_mz3_iin_sirius_567
319	C29H24O10	[M + H]+	C29H24O10	0.9999999999999999	75.0435969242619	69.24454562768031	5.799051296581593	33	0.7388660572003692	0.034176317891214586	3.8466009797668432	1.8325421986420265		533.14520	206.3072494638618	79_mz3_iin_sirius_94
320	C20H30O2	[M + H]+	C20H30O2	0.9999999999999999	74.80557417431645	71.68332535719034	3.1222488171261085	16	0.29250559284116356	-4.616653966160833	5.5058697513557435	1.4516962765903345		303.23230	967.9891061782837	904_mz3_iin_sirius_1073
321	C20H30O3	[M + H]+	C20H30O3	0.9999999999999999	74.70441414873493	74.70441414873493	0.0	31	0.7406088992974238	-0.6926508635264303	6.8908034025543525	1.81063726905684		319.22735	892.1259498596191	793_mz3_iin_sirius_947
322	C28H46O3	[M + H]+	C28H46O3	0.9999999999999999	74.68332167223093	74.68332167223093	0.0	36	0.850053172633818	3.9335538999638233	5.71043018152698	-41752.05533977471		431.35268	922.2830200195312	840_mz3_iin_sirius_1002
323	C20H26O2	[M + H]+	C20H26O2	0.9999999999999999	74.60116516004297	74.60116516004297	0.0	26	0.776428720954574	1.7959025847538137	4.285611539426092	-120389.27425317661		299.20108	530.8110237121582	375_mz3_iin_sirius_414
324	C18H32O3	[M - H2O + H]+	C18H30O2	0.9999999999999999	74.25206865581318	74.25206865581318	0.0	29	0.7247658191550371	-0.39603123556400127	5.967168174851082	-64498.58166069035		279.23233	998.2828208565479	944_mz3_iin_sirius_1116
325	C20H30	[M + H]+	C20H30	0.9999999999999999	73.97024497871654	73.97024497871654	0.0	31	0.7796650490056144	2.762904981671258	3.4303697471568664	-66397.42727288973		271.24277	870.3078851788541	759_mz3_iin_sirius_904
326	C15H32NO2S	[M + H]+	C15H32NO2S	0.9999999999999999	73.89423448126628	73.89423448126628	0.0	29	0.8160703861229257	-1.6131660562741004	4.3497199657323895	-61842.33503421384		291.22329	719.9499893188477	544_mz3_iin_sirius_600
327	C13H18	[M + H]+	C13H18	0.9999999999999999	73.73366322120809	73.73366322120809	0.0	16	0.6231961517904864	-5.64300101239083	7.383102945705466	-102827.11823447021		175.14866	1129.5289993286133	1154_mz3_iin_sirius_1368
328	C28H40	[M + H]+	C28H40	0.9999999999999999	73.69713025137861	73.69713025137861	0.0	28	0.7728016899920784	1.3527096031552437	3.051514966879974	2.121966094626565		377.32108	1180.7860565185547	1254_mz3_iin_sirius_1491
329	C34H63NO3	[M + H]+	C34H63NO3	0.9999999999999999	73.65070665395777	73.65070665395777	0.0	23	0.6092255476704718	-0.7202570433387352	5.0119572746239935	-67392.56996057683		534.48864	1473.1879806518555	1756_mz3_iin_sirius_2334
330	C20H30O2	[M + Na]+	C20H30O2	0.9999999999999999	73.60866024721463	72.15940748120147	1.4492527660131649	13	0.59245122985581	1.569264855576861	2.7737321931162597	0.6374280545679502		325.21401	901.2990188598633	801_mz3_iin_sirius_956
331	C30H64N3O6	[M + Na]+	C30H64N3O6	0.9999999999999999	73.55539742868231	69.04646266612174	4.508934762560577	27	0.6173174872665537	2.1251708094290995	3.3605984201871117	2.6390787771630246		585.47028	1338.6466455459595	1580_mz3_iin_sirius_2115
332	C31H48O4	[M + H]+	C31H48O4	0.9999999999999999	73.50715714356694	73.50715714356694	0.0	28	0.8173204410956245	1.6176567877041663	3.8786223985171233	-0.3428906325045745		485.36237	1044.7885715961456	1029_mz3_iin_sirius_1236
333	C18H30O3	[M + Na]+	C18H30O3	0.9999999999999999	73.33113376571801	73.33113376571801	0.0	33	0.8112036926028051	2.1670623079043243	4.248699721049735	2.814048943447917		317.20961	945.7010078430176	876_mz3_iin_sirius_1042
334	C19H28O2	[M + Na]+	C19H28O2	0.9999999999999999	73.26955436382937	73.26955436382937	0.0	26	0.7298153389944735	2.104339213289855	6.038232963634614	1.5314820307613477		311.19863	938.6239814758301	864_mz3_iin_sirius_1030
335	C28H46O3	[M + Na]+	C28H46O3	0.9999999999999999	73.16822271984465	72.01754076337686	1.1506819564677935	17	0.6052700234803025	-0.3250585587975371	3.9738332756730443	0.6835632295966226		453.33423	1249.8020553588867	1413_mz3_iin_sirius_1821
336	C19H26O	[M + H]+	C19H26O	0.9999999999999999	72.8957377524564	72.8957377524564	0.0	29	0.7357449931844395	2.762904981671258	3.5510881861729153	-66406.98678587926		271.20622	871.5972836315632	761_mz3_iin_sirius_908
337	C20H32O	[M + H]+	C20H32O	0.9999999999999999	72.79717613752095	72.79717613752095	0.0	27	0.7739900779588945	-1.7041522300789245	4.881740364615128	0.6727086118705499		289.25279	1034.223976135254	1012_mz3_iin_sirius_1215
338	C20H32	[M + H]+	C20H32	0.9999999999999999	72.65887369559698	72.65887369559698	0.0	31	0.7467434110875493	0.23986995189927218	5.607259475671592	-65908.82466528182		273.25812	1206.4109802246094	1315_mz3_iin_sirius_1606
339	C31H48O4	[M + H]+	C31H48O4	0.9999999999999999	72.64613257094743	72.64613257094743	0.0	26	0.7729190489334016	1.9094122268354483	2.9304603751992593	1.0360038434334062		485.36304	1114.6879577636719	1132_mz3_iin_sirius_1345
340	C20H30O4	[M + Na]+	C20H30O4	0.9999999999999999	72.5501187008045	72.5501187008045	0.0	28	0.6317140323860189	3.88187594657173	6.041301277094654	2.0693270593149538		357.20437	666.0743790560292	472_mz3_iin_sirius_518
341	C30H46O4	[M + H]+	C30H46O4	0.9999999999999999	72.50064959557322	72.50064959557322	0.0	32	0.8512602599415892	0.45316054662429306	4.072012759363416	-38210.391860923075		471.34709	932.4439430236816	857_mz3_iin_sirius_1023
342	C22H32O3	[M + H]+	C22H32O3	0.9999999999999999	72.18174449656357	72.18174449656357	0.0	23	0.770494262356559	2.292931237186487	4.398962008750011	1.3780848412715372		345.24290	996.0669708251953	937_mz3_iin_sirius_1108
343	C20H26O	[M + H]+	C20H26O	0.9999999999999999	72.11382386222023	72.11382386222023	0.0	33	0.8474399458666965	1.1025318944973561	3.578740694127151	-127188.28398894539		283.20625	843.648351430893	723_mz3_iin_sirius_856
344	C18H28O2	[M + H]+	C18H28O2	0.9999999999999999	72.09883541275502	72.09883541275502	0.0	28	0.8052415374327293	1.7798780141101231	3.610056828959698	-129936.55492513692		277.21675	853.549075126648	731_mz3_iin_sirius_871
345	C22H30O2	[M + H]+	C22H30O2	0.9999999999999999	71.83107023819367	68.85655441162214	2.974515826571526	24	0.7060230159916302	3.2008509284411746	6.743730058244108	-110078.61155732954		327.23177	1110.4259490966797	1125_mz3_iin_sirius_1338
346	C19H24O	[M + H]+	C19H24O	0.9999999999999999	71.81844577081797	71.81844577081797	0.0	19	0.7031339031339031	-1.7299582069250068	5.06747231750432	-66905.4750896702		269.19025	903.0380058288574	806_mz3_iin_sirius_961
347	C15H16O	[M + H]+	C15H16O	0.9999999999999999	71.6985647263174	71.6985647263174	0.0	19	0.6461758398856328	1.3527096031552437	4.932123847972065	-84503.18329420123		213.12796	753.7019920349121	592_mz3_iin_sirius_659
348	C28H44	[M + H]+	C28H44	0.9999999999999999	71.64624782854263	71.64624782854263	0.0	25	0.7191063316955594	1.6322228304202564	4.473144292840273	-47226.52802591268		381.35220	1409.7760391235352	1688_mz3_iin_sirius_2253
349	C26H50N3O4S	[M + Na]+	C26H50N3O4S	0.9999999999999999	71.24487886433594	71.24487886433594	0.0	35	0.7079690232325754	-3.4863862198489706	5.540442142225904	-2.1529438082115746		523.34030	984.0100479125977	926_mz3_iin_sirius_1096
350	C18H30O3	[M - H2O + H]+	C18H28O2	0.9999999999999999	71.15954822392384	71.15954822392384	0.0	26	0.7445175061107858	2.140605870383973	4.3082177486299855	-64966.94499370752		277.21684	945.701120368758	885_mz3_iin_sirius_1051
351	C19H24O	[M + H]+	C19H24O	0.9999999999999999	70.78186442515036	70.78186442515036	0.0	31	0.816377620268436	2.6054378601454404	5.839718520335525	-133809.928606304		269.19073	839.9205893743783	730_mz3_iin_sirius_868
352	C19H30O4	[M - H2O + H]+	C19H28O3	0.9999999999999999	70.4239576197673	70.4239576197673	0.0	22	0.6314687754390046	0.22168013361931385	6.498266651222673	-59007.50759228264		305.21189	603.6519813537598	427_mz3_iin_sirius_469
353	C26H40O3	[M + H]+	C26H40O3	0.9999999999999999	70.40737015285333	70.40737015285333	0.0	27	0.7658216833923077	0.7839776594993656	4.018553537962115	2.768161391422005		401.30613	876.859016418457	770_mz3_iin_sirius_923
354	C20H28O4	[M - H2O + H]+	C20H26O3	0.9999999999999999	70.3987861591535	70.3987861591535	0.0	15	0.4975342465753426	-2.698908088685151	5.041042243845153	-57143.75192576075		315.19463	862.8567695617676	746_mz3_iin_sirius_890
