rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
832	C38H76O8	[M + Na]+	C38H76O8	0.9974874371859297	20.310139402543335	16.160255699356256	4.149883703187078	2	0.11605415860735009	3.8295763114599293	3.8295763114599293	0.32926738217220064		683.54347	1568.839988708496	1831_mz3_iin_sirius_2418
833	C11H22N2O5S	[M + H]+	C11H22N2O5S	0.9974874371859296	119.57091531186143	119.57091531186143	0.0	40	0.7316050324056423	3.6618840013653506	6.95951366553405	-61021.39811834487		295.13334	293.1019878387451	226_mz3_iin_sirius_253
834	C27H30O16	[M + H]+	C27H30O16	0.9974874371859296	112.79627925746482	112.79627925746482	0.0	43	0.8727503231579993	0.23391489683973846	3.067498422765352	1.0490974516912028		611.16130	255.63300132751465	159_mz3_iin_sirius_182
835	C28H48N3O7	[M + H]+	C28H48N3O7	0.9974874371859296	103.29010425944975	103.09431985677799	0.19578440267176656	36	0.752911887614475	1.8497414227689786	3.9738332756730443	-33392.15705988331		539.35678	951.0760116577148	883_mz3_iin_sirius_1049
836	C38H64O6	[M + Na]+	C38H64O6	0.9974874371859296	85.97695313555828	85.97695313555828	0.0	20	0.6711664935964	5.145785689944198	6.286784940295196	-0.7387287108721414		639.45904	1348.0289840698242	1607_mz3_iin_sirius_2152
837	C31H64N2O9	[M + H]+	C31H64N2O9	0.9974874371859296	75.81311319297198	71.78892887718227	4.024184315789709	25	0.47085819183111544	-0.29322612213750154	5.192994059263281	2.908520198023774		609.47023	1457.7769581117263	1737_mz3_iin_sirius_2306
838	C20H44N3O4	[M + Na]+	C20H44N3O4	0.9974874371859296	62.28819976631862	62.28819976631862	0.0	39	0.7719345317950089	2.596670233416597	5.4331599283691965	6.324462813298178		413.32502	1203.8508090376854	1309_mz3_iin_sirius_1595
839	C24H47NO4	[M - H2O + H]+	C24H45NO3	0.9974874371859296	52.61780895417566	52.61780895417566	0.0	11	0.4648257725180801	1.6735442731233332	4.939153350183569	-45439.40542243688		396.34797	1186.0529708862305	1267_mz3_iin_sirius_1517
840	C35H66N3O5	[M + H]+	C35H66N3O5	0.9974874371859296	26.890126947267273	20.563832685341108	6.326294261926166	13	0.4547357404500263	-1.821826729820752	3.860823226828118	-1.2074147889546176		609.50679	1663.9020538330078	1872_mz3_iin_sirius_2468
841	C10H14N3O7	[M + Na]+	C10H14N3O7	0.9974874371859296	9.982761355717791	9.982761355717791	0.0	17	0.26977348681767543	-0.7821937003661789	4.487752676719141	6.572443368289971		311.07444	53.97699952125549	9_mz3_iin_sirius_14
842	C36H66O12	[M + Na]+	C36H66O12	0.9974874371859295	48.127402615488975	42.852287516001084	5.275115099487895	37	0.7842851464157947	1.3340160897191538	4.237992222656737	1.3198456791120443		713.44559	915.4294194652175	824_mz3_iin_sirius_981
843	C28H34O13	[M + H]+	C28H34O13	0.9974874371859295	37.35523941760913	37.35523941760913	0.0	13	0.8342843833702105	-4.263751521467421	7.24793292417449	0.6646537355416521		579.20760	454.4890616474038	343_mz3_iin_sirius_378
844	C16H18O	[M + H]+	C16H18O	0.9974874371859295	20.30779614136342	20.30779614136342	0.0	7	0.5468431771894094	4.263530171918868	4.537078259997863	-79289.09976144927		227.14360	839.7379875183105	716_mz3_iin_sirius_843
845	C31H48O8	[M + Na]+	C31H48O8	0.9969849246231156	137.32757369764255	133.0519501348844	4.27562356275814	30	0.6801396081963521	-0.03158904525394851	4.932140131496252	0.15913289378904685		571.32423	1086.8309783935547	1097_mz3_iin_sirius_1308
846	C33H52O8	[M + Na]+	C33H52O8	0.9969849246231155	96.83785629080161	96.83785629080161	0.0	36	0.8232814391251722	2.6532661072318633	4.807577923170362	0.5030080033732713		599.35574	1040.0519943237305	1021_mz3_iin_sirius_1227
847	C30H46	[M + H]+	C30H46	0.9969849246231155	84.40298909748348	84.40298909748348	0.0	26	0.6794931231648892	0.6994479577539603	5.002140373510244	-88422.54776117757		407.36785	1067.6979446411133	1062_mz3_iin_sirius_1271
848	C24H35N	[M + H]+	C24H35N	0.9969849246231155	27.93607973897175	27.93607973897175	0.0	17	0.8792993752147304	2.304905783298024	2.34968653767549	-53238.6181632013		338.28497	1247.5990104675293	1408_mz3_iin_sirius_1806
849	C11H20O10	[M + Na]+	C11H20O10	0.9969849246231155	8.248135755604546	3.3100196528390153	4.93811610276553	1	0.0	2.185823715679925	2.185823715679925	2.0558414768474496		335.09556	45.588001012802124	2_mz3_iin_sirius_4
850	C8H8O2	[M + H]+	C8H8O2	0.9969849246231155	3.5	3.5	0.0	1	0.0	NaN	NaN	3.986229654397548		137.06025	292.30198860168457	224_mz3_iin_sirius_251
851	C17H32O3	[M + H]+	C17H32O3	0.9969849246231154	57.634059131234	57.634059131234	0.0	11	0.6790409899458624	4.921150402838609	6.792553522102892	-63140.75301287866		285.24256	939.9670028686523	867_mz3_iin_sirius_1033
852	C23H48O11	[M + Na]+	C23H48O11	0.9969849246231154	14.180354490193706	8.950198952233396	5.230155537960309	10	0.21936405859235428	-4.760879931887621	8.089340183667495	1.6137488853070687		523.30973	315.8829975128174	260_mz3_iin_sirius_289
853	C29H42O	[M + H]+	C29H42O	0.9964824120603015	112.8084050672923	112.8084050672923	0.0	25	0.5697211155378485	3.284207545090743	6.031796459276442	-44215.407415391135		407.33110	985.880012512207	924_mz3_iin_sirius_1094
854	C14H28N2O4	[M + H]+	C14H28N2O4	0.9964824120603015	82.4276790665325	82.4276790665325	0.0	37	0.8359969334198263	-0.17262794094604117	3.4186355394233985	-62283.94892809155		289.20963	754.6319961547852	599_mz3_iin_sirius_667
855	C35H44O6	[M + H]+	C35H44O6	0.9964824120603015	78.33542075766226	72.44206523953035	5.893355518131915	26	0.7033011740090667	2.695878118906851	4.067411835150315	0.009221495858247006		561.32107	930.5929756164551	853_mz3_iin_sirius_1018
856	C23H45N2O2S	[M + H]+	C23H45N2O2S	0.9964824120603015	73.67629339560646	73.67629339560646	0.0	33	0.7181571815718156	-1.1838410327149738	7.6391776171056405	-43466.992614482704		414.32841	1196.8270111083984	1284_mz3_iin_sirius_1548
857	C40H64	[M + H]+	C40H64	0.9964824120603015	70.35020672585443	70.35020672585443	0.0	29	0.7704253882511819	1.8543064363805355	4.8671740977862274	-33015.1579107033		545.50859	1206.4109802246094	1317_mz3_iin_sirius_1608
858	C39H80N2O5S4	[M + H]+	C39H80N2O5S4	0.9964824120603015	19.09095330760476	19.09095330760476	0.0	20	0.525213468664411	6.823422652154527	6.823422652154527	0.8040020493751006		785.50292	1259.4740295410156	1434_mz3_iin_sirius_1873
859	C36H72O12	[M + Na]+	C36H72O12	0.9964824120603015	11.103488166273943	2.921262004727396	8.182226161546547	1	0.0	1.9479771306153968	1.9479771306153968	1.3251627942623196		719.49255	1010.3400421142578	966_mz3_iin_sirius_1143
860	C20H42O5	[M + H]+	C20H42O5	0.9964824120603015	6.417728023776552	6.417728023776552	0.0	3	0.13006029285099052	-12.116742403338593	12.116742403338593	2.2865050013005748		363.31133	1080.264015197754	1090_mz3_iin_sirius_1300
861	C27H40O7	[M + Na]+	C27H40O7	0.9964824120603014	122.11546609957003	122.11546609957003	0.0	31	0.7333243316230084	3.6849681961916705	4.927063775063896	2.3342239010016255		499.26779	977.3530197143555	918_mz3_iin_sirius_1088
862	C21H46N3O7S	[M + H]+	C21H46N3O7S	0.9964824120603014	108.8513943001467	108.8513943001467	0.0	39	0.7064327485380115	1.3245385413687747	4.41228981982931	-37113.17146711124		485.31202	819.9710083007812	684_mz3_iin_sirius_790
863	C18H32N3O2	[M + Na]+	C18H32N3O2	0.9964824120603014	96.81659615127138	94.76488347107536	2.051712680196017	31	0.6762452107279692	3.4307336723755535	6.2087995361322585	5.637831257157455		345.24062	850.2670097351074	727_mz3_iin_sirius_865
864	C20H28O3	[M + Na]+	C20H28O3	0.9964824120603014	40.6022130520293	40.6022130520293	0.0	24	0.5632343739136482	2.7181997154287134	7.551916770083465	2.5694638295541137		339.19394	798.5613566637039	656_mz3_iin_sirius_747
865	C26H50O10	[M + Na]+	C26H50O10	0.9964824120603014	9.964912736590243	3.473090395673669	6.491822340916574	1	0.0	0.33282595127744286	0.33282595127744286	0.4311329855169792		545.32985	858.8949966430664	741_mz3_iin_sirius_884
866	C11H24O6	[M + Na]+	C11H24O6	0.9964824120603014	5.2753566435627475	3.41207072417878	1.8632859193839677	1	0.0	1.056933642155204	1.056933642155204	1.741181421323172		275.14699	181.38100147247314	64_mz3_iin_sirius_78
867	C18H32O3	[M + H]+	C18H32O3	0.9964824120603014	3.5	3.5	0.0	1	0.0	NaN	NaN	1.7730680892553365		297.24295	1345.0809860229492	1599_mz3_iin_sirius_2142
868	C10H12O	[M + H]+	C10H12O	0.9964824120603013	3.5	3.5	0.0	1	0.0	NaN	NaN	2.756541835370949		149.09650	930.2079963684082	851_mz3_iin_sirius_1015
869	C29H52O5	[M + Na]+	C29H52O5	0.9959798994974876	16.14468063024476	16.091068639339362	0.05361199090539914	3	0.31777777777777777	2.0518237208915573	2.0518237208915573	0.6820861732700936		503.37104	1300.938949584961	1514_mz3_iin_sirius_1994
870	C34H70O8	[M + Na]+	C34H70O8	0.9959798994974874	9.761377554381792	3.3919725277892265	6.369405026592565	1	0.0	1.286900145325893	1.286900145325893	1.3767419123352564		629.49716	1332.1286058425903	1573_mz3_iin_sirius_2104
871	C31H64O8	[M + Na]+	C31H64O8	0.9959798994974873	107.8866298042202	107.8866298042202	0.0	35	0.8509417421565764	2.1251708094290995	5.476000070760924	1.7101320820635708		587.45034	1260.7243082596515	1427_mz3_iin_sirius_1860
872	C30H56O9	[M + H]+	C30H56O9	0.9959798994974873	83.5638120738942	77.97196825619278	5.591843817701419	32	0.7361833778652797	3.506941314553416	4.8083161825350365	-32084.838708637235		561.39791	1071.2177636795047	1073_mz3_iin_sirius_1282
873	C37H78N3O10	[M + Na]+	C37H78N3O10	0.9959798994974873	46.877131915746396	46.877131915746396	0.0	35	0.7792779988629904	2.486227736502631	3.9184440008556063	2.491007275287026		747.55980	1300.9472845951877	1515_mz3_iin_sirius_1995
874	C7H18N2O9S	[M + H]+	C7H18N2O9S	0.9959798994974873	42.624648901630835	42.624648901630835	0.0	20	0.36213991769547327	1.1474735598914452	6.521798821743401	-3.8307991028949693		307.07940	205.64799785614014	81_mz3_iin_sirius_96
875	C10H8O3	[M + H]+	C10H8O3	0.9959798994974873	6.028687610730236	6.028687610730236	0.0	3	0.18506493506493507	10.89398488646645	10.89398488646645	-101720.32895730424		177.05508	1208.3849716186523	1320_mz3_iin_sirius_1617
876	C9H10O3	[M + H]+	C9H10O3	0.9959798994974873	3.5	3.5	0.0	1	0.0	NaN	NaN	3.402064800422054		167.07084	227.67000675201416	120_mz3_iin_sirius_139
877	C28H40O4	[M + K]+	C28H40O4	0.9954773869346735	51.09391613925567	51.09391613925567	0.0	15	0.5430038510911425	3.170102637233458	4.874754026154562	1.9390677854428713		479.25675	1209.3659591674805	1327_mz3_iin_sirius_1627
878	C38H70O13	[M + Na]+	C38H70O13	0.9954773869346735	41.54474406944092	35.664948702309175	5.879795367131743	31	0.740122788010112	-0.9325984973237724	4.969591637989457	1.122197764435042		757.47171	913.1595657533035	823_mz3_iin_sirius_980
879	C37H74O6	[M + Na]+	C37H74O6	0.9954773869346735	7.130122280943591	7.130122280943591	0.0	5	0.11682055399437981	2.179090451898133	2.179090451898133	1.6634052828118877		637.53882	1423.3280181884766	1708_mz3_iin_sirius_2274
880	C40H52O9	[M + H]+	C40H52O9	0.9954773869346734	82.36791235789327	76.43829458800712	5.9296177698861445	27	0.7385601577909265	1.4125350704505177	2.7966807872310913	-0.09479106258866174		677.36835	760.2509880065918	606_mz3_iin_sirius_676
881	C9H20N3O8S	[M + Na]+	C9H20N3O8S	0.9954773869346734	42.41018457714381	42.41018457714381	0.0	24	0.5257617042358185	-0.6527793297152691	4.951166058193753	-2.738433379380337		353.08536	199.40785505517852	72_mz3_iin_sirius_87
882	C17H24O11	[M + Na]+	C17H24O11	0.9954773869346734	37.075047586882214	31.787603324019337	5.287444262862879	14	0.22875816993464043	-1.1210127427217946	2.0218871280147863	1.3490932860090303		427.12166	147.45100021362305	34_mz3_iin_sirius_45
883	C40H56O6	[M + H]+	C40H56O6	0.9954773869346732	176.1471044591315	176.1471044591315	0.0	54	0.9649575676669709	1.7342126480793683	2.1169565316183796	2.125953945066888		633.41631	792.2964763641357	653_mz3_iin_sirius_744
884	C16H32N3O2S	[M + H]+	C16H32N3O2S	0.9954773869346732	87.23361735987156	87.23361735987156	0.0	28	0.6611614278103357	3.061698390997897	7.03414471481135	-5.210390136240861		331.22707	1016.3418728113174	984_mz3_iin_sirius_1167
885	C21H32O3	[M + Na]+	C21H32O3	0.9954773869346732	83.48143523664325	83.48143523664325	0.0	20	0.3978494623655913	4.7071369497741795	8.180638996865472	1.3629856764715813		355.22485	1047.396011352539	1033_mz3_iin_sirius_1241
886	C30H34O14	[M + H]+	C30H34O14	0.9954773869346732	56.32129337801725	50.470392968925765	5.850900409091486	27	0.815962077395504	2.416976736618888	3.3671764049549266	1.5611148882352484		619.20310	191.90492385998368	66_mz3_iin_sirius_80
887	C26H54O8	[M + Na]+	C26H54O8	0.9949748743718594	119.31630068647073	119.31630068647073	0.0	27	0.5222478283992199	3.5521725871169396	5.815337697745759	1.8098548250431656		517.37203	979.9550771713257	921_mz3_iin_sirius_1091
888	C28H60N3O6	[M + Na]+	C28H60N3O6	0.9949748743718594	45.9685811441208	45.9685811441208	0.0	31	0.6744063878966166	1.8576782017928892	5.145785689944198	3.9092641721606523		557.43961	1295.4523159904559	1504_mz3_iin_sirius_1982
889	C23H42O7	[M - H2O + H]+	C23H40O6	0.9949748743718593	59.609303638996366	56.266322623137974	3.342981015858389	22	0.7328990228013029	-0.2513893354496915	6.393930400159899	-43577.02620852457		413.29037	1096.7300033569336	1110_mz3_iin_sirius_1321
890	C22H34NO8S3	[M + Na]+	C22H34NO8S3	0.9949748743718593	25.13601694878647	25.13601694878647	0.0	17	0.6421775898520085	1.4180145740822954	2.4605046039739515	-2.4834685397098664		559.13249	1198.5474872589111	1296_mz3_iin_sirius_1570
891	C34H64O8	[M + Na]+	C34H64O8	0.9949748743718593	8.626418592466433	3.500000000000001	5.126418592466432	2	1.0	-10.411080931626659	10.411080931626659	2.0183419257158755		623.45060	1393.2109451293945	1673_mz3_iin_sirius_2238
892	C31H58O5	[M + H]+	C31H58O5	0.9949748743718593	6.546704172630264	6.546704172630264	0.0	5	0.37344398340248963	-8.59725594464954	8.59725594464954	-35219.34281898831		511.43390	1418.8019943237305	1700_mz3_iin_sirius_2266
893	C35H58N3O4S	[M + K]+	C35H58N3O4S	0.9944723618090452	73.2135737032449	73.2135737032449	0.0	31	0.6372940589116325	-3.133999010788208	5.10168884011734	6.748295917782074		655.38238	1010.420036315918	971_mz3_iin_sirius_1148
894	C9H6O2	[M + H]+	C9H6O2	0.9944723618090451	5.122053732890785	4.617947268984624	0.5041064639061611	3	0.13333333333333333	-11.709925054918033	11.709925054918033	-122481.2229130709		147.04444	1087.3640441894531	1100_mz3_iin_sirius_1311
895	C8H4O	[M + H]+	C8H4O	0.9944723618090451	3.5	3.5	0.0	1	0.0	NaN	NaN	3.403688591575784		117.03389	1104.3359756469727	1113_mz3_iin_sirius_1324
896	C28H60N3O15	[M + Na]+	C28H60N3O15	0.9939698492462312	80.24285416017618	75.97138640125482	4.2714677589213625	30	0.5668149294140399	1.1320176706928782	2.8026383866022737	2.8047433648715767		701.39363	279.78200912475586	200_mz3_iin_sirius_227
897	C21H28N3O11	[M + H]+	C21H28N3O11	0.9939698492462312	64.45711546135102	58.85731526190682	5.599800199444207	26	0.4672704816797035	0.4685492603473658	3.7050613810206974	-36080.700306117666		499.17948	203.4429931640625	76_mz3_iin_sirius_91
898	C41H79NO9	[M + H]+	C41H79NO9	0.9939698492462312	57.65042477617831	57.65042477617831	0.0	27	0.6076644538322269	-3.03999059171766	6.159967637877134	1.0967548078199674		730.58356	1418.5200119018555	1697_mz3_iin_sirius_2263
899	C28H56N3O7	[M + Na]+	C28H56N3O7	0.9939698492462312	27.75090794203767	27.75090794203767	0.0	15	0.3500201857085183	3.728478792589588	4.132690302724853	4.659412925820039		569.40370	1179.7949981689453	1251_mz3_iin_sirius_1485
900	C38H66N3O8	[M + H]+	C38H66N3O8	0.9939698492462311	55.563248351875714	55.563248351875714	0.0	15	0.5544267053701013	-1.0645477155444418	3.9243806799404384	-25972.64936651431		693.49103	1265.3339767456055	1448_mz3_iin_sirius_1896
901	C26H52N3O7	[M + Na]+	C26H52N3O7	0.9939698492462311	51.47108857677357	51.47108857677357	0.0	22	0.4675815433572003	10.381388770912718	10.381388770912718	3.130907628580268		541.37144	1052.6850128173828	1040_mz3_iin_sirius_1248
902	C45H80O8	[M + H]+	C45H80O8	0.9934673366834172	38.61177380120621	38.61177380120621	0.0	15	0.30896686159844045	2.731574701558382	4.61837522721286	-24028.91250779283		749.59130	1668.764991760254	1875_mz3_iin_sirius_2471
903	C9H12N3O2S	[M + H]+	C9H12N3O2S	0.9934673366834172	33.86563611880633	33.86563611880633	0.0	17	0.48983739837398355	-6.858055270148728	9.390120254301461	-7.760378653296495		227.07054	240.24599075317383	136_mz3_iin_sirius_157
904	C30H24O11	[M + H]+	C30H24O11	0.9934673366834171	91.87692304269056	91.87692304269056	0.0	37	0.7250642201834864	3.853317520272546	5.29040715713485	-32097.157857138558		561.13874	312.84700870513916	256_mz3_iin_sirius_285
905	C23H52N3O4S	[M + Na]+	C23H52N3O4S	0.9934673366834171	84.23720349102975	84.23720349102975	0.0	27	0.5794525417703519	0.44279739335682844	6.2442857050855185	-3.2124657052584626		489.35550	1223.7904554605484	1357_mz3_iin_sirius_1696
906	C25H50N3O5S	[M + H]+	C25H50N3O5S	0.993467336683417	80.51883955437222	80.51883955437222	0.0	47	0.9465934512914373	-0.4279311340576523	5.852474857392596	-8.28428948436444		505.35021	1190.036294897658	1272_mz3_iin_sirius_1527
907	C27H42O7	[M + H]+	C27H42O7	0.993467336683417	42.55642596777891	42.55642596777891	0.0	28	0.8494145985113233	2.0751536639634054	4.83684641836078	0.6374532025468957		479.30064	939.9670028686523	869_mz3_iin_sirius_1035
908	C3H5NO3	[M + H]+	C3H5NO3	0.993467336683417	1.0	1.0	0.0	1	0.0	NaN	NaN	-12.604035740211682		104.03291	49.68232166255809	7_mz3_iin_sirius_9
909	C33H66N3OS2	[M + Na]+	C33H66N3OS2	0.9929648241206033	121.45721065977325	121.45721065977325	0.0	37	0.7605413105413105	3.307297076450603	5.648021042114579	1.6862657964125627		607.45498	1397.6470184326172	1677_mz3_iin_sirius_2242
910	C26H50N3O6	[M + H]+	C26H50N3O6	0.992964824120603	75.8445022045356	75.8445022045356	0.0	32	0.7558349840668331	2.02304102041159	4.740479305953103	-0.5349099257902333		501.37697	1202.7054923772812	1304_mz3_iin_sirius_1585
911	C21H14O7	[M + H]+	C21H14O7	0.992964824120603	63.67372377900475	63.67372377900475	0.0	28	0.7148242347170499	-0.19973183324029392	7.224199557649793	1.1363197757034793		379.08166	302.52296179533005	246_mz3_iin_sirius_275
912	C16H29NO5	[M + H]+	C16H29NO5	0.992964824120603	30.18175618581404	25.511705510175986	4.670050675638057	10	0.2646813827571845	0.3408734792932896	4.733330115389859	0.6624188577800145		316.21206	156.3188811019063	39_mz3_iin_sirius_50
913	C8H18O15	[M + H]+	C8H18O15	0.9929648241206029	13.939494260677519	13.939494260677519	0.0	4	0.23182441700960219	-6.397674232785911	7.424425197015723	-50726.14764141094		355.07103	1230.4765319824219	1379_mz3_iin_sirius_1732
914	C11H7NO2	[M + H]+	C11H7NO2	0.9929648241206029	6.5710884992075655	6.5710884992075655	0.0	2	0.21770334928229665	-3.7082138142180017	3.7082138142180017	2.5302614385086475		186.05543	1104.3359756469727	1118_mz3_iin_sirius_1329
915	C40H79NO9	[M + Na]+	C40H79NO9	0.9924623115577891	27.783866845787802	24.48401814330445	3.299848702483351	19	0.4600613415122016	2.647196844524375	3.4299039983156243	-0.369401618610923		740.56443	1515.8959579467773	1794_mz3_iin_sirius_2377
916	C14H32N2O5S	[M + H]+	C14H32N2O5S	0.992462311557789	72.47762972380634	72.47762972380634	0.0	44	0.8766645014615139	-3.7297071987556576	6.670533059617705	-52787.12703915312		341.20956	880.2791850157882	774_mz3_iin_sirius_928
917	C31H50O4	[M + H]+	C31H50O4	0.9924623115577889	61.96223451201308	61.96223451201308	0.0	25	0.7912791463575287	-0.19908768204809707	3.681532589186594	-1.9207011851553832		487.37725	1114.7151912517074	1134_mz3_iin_sirius_1347
918	C14H24N3O6	[M + Na]+	C14H24N3O6	0.9924623115577889	30.989317559133887	29.37997912876407	1.6093384303698188	21	0.40999388753056204	3.4034076750769646	5.57488031402986	5.3782269132872385		353.15763	255.63300132751465	158_mz3_iin_sirius_181
919	C38H62O5	[M + Na]+	C38H62O5	0.991959798994975	86.78301574376823	86.78301574376823	0.0	26	0.5486291928319802	1.1387539913813685	6.1812889804452205	2.1393016300340966		621.45028	1395.0170516967773	1674_mz3_iin_sirius_2239
920	C24H24O10	[M + Na]+	C24H24O10	0.991959798994975	17.740117698990794	11.568909677235272	6.171208021755521	3	0.28691275167785235	-0.9685684176852458	5.994830492956743	0.62465568285578		495.12648	609.5530128479004	430_mz3_iin_sirius_472
921	C26H50O2S	[M + H]+	C26H50O2S	0.9919597989949749	124.03901430735924	124.03901430735924	0.0	35	0.798057128152342	1.867261947744437	5.956628782874754	-42151.39641511811		427.35729	1055.5950164794922	1044_mz3_iin_sirius_1252
922	C46H88O4S3	[M + Na]+	C46H88O4S3	0.9919597989949749	76.78814194651565	76.78814194651565	0.0	34	0.6925593667546174	4.55765866553525	6.112673955456354	2.750252720792066		823.57596	1191.9295978546143	1279_mz3_iin_sirius_1540
923	C19H30O4	[M + Na]+	C19H30O4	0.9919597989949748	142.18434485520447	142.18434485520447	0.0	28	0.5953243928959767	1.7695286886481376	5.618442688083844	1.9533355411392732		345.20430	604.4890022277832	428_mz3_iin_sirius_470
924	C21H42N3O3	[M + H]+	C21H42N3O3	0.9914572864321609	97.95481336919893	94.6881911920614	3.266622177137528	26	0.566637554585153	0.8294414261677858	3.4305406337013125	-93476.99662444905		385.33140	1057.7650451660156	1047_mz3_iin_sirius_1255
925	C41H73N3O11	[M + Na]+	C41H73N3O11	0.9914572864321609	71.26456190631438	62.98893310664145	8.275628799672935	38	0.7087081684059017	1.5580410214394735	3.3084996320725546	3.9385076295676766		806.51691	877.7609825134277	772_mz3_iin_sirius_925
926	C12H28N3O5	[M + Na]+	C12H28N3O5	0.9914572864321608	59.39880430803547	56.89534148047721	2.5034628275582658	18	0.49584398976982097	0.8858954941355835	4.173825927822774	6.01192730105979		317.19402	292.6749837398529	229_mz3_iin_sirius_256
927	C24H50O7	[M + Na]+	C24H50O7	0.9914572864321608	51.794769915808295	49.43212337262993	2.3626465431783616	21	0.7100952380952382	2.536379461141895	3.733458582431211	2.6624950271864964		473.34613	980.4249572753906	923_mz3_iin_sirius_1093
928	C25H48O6	[M - H4O2 + H]+	C25H44O4	0.9914572864321608	38.20612280908301	38.20612280908301	0.0	11	0.436450839328537	-4.307899646169746	5.446540486614096	-87997.77122691713		409.33206	1133.5259628295898	1173_mz3_iin_sirius_1393
929	C19H32N2O7	[M + H]+	C19H32N2O7	0.9909547738693467	87.23397595944867	84.97376089616316	2.2602150632855116	25	0.4648254299114122	3.9899842004871773	4.340991715956859	5.344551826897047		401.23037	662.4710083007812	477_mz3_iin_sirius_524
930	C20H32O3	[M + Na]+	C20H32O3	0.9909547738693467	61.375384344674444	61.375384344674444	0.0	15	0.4669229213028525	5.699812799050344	5.839718520335525	2.7141052969523725		343.22530	649.0509796142578	460_mz3_iin_sirius_502
931	C39H67NO11	[M + Na]+	C39H67NO11	0.9909547738693467	33.66173540144773	33.66173540144773	0.0	15	0.6575851393188853	9.248681211462728	9.248681211462728	-2.969296173911505		748.45841	1405.3070068359375	1685_mz3_iin_sirius_2250
932	C34H64O8	[M + Na]+	C34H64O8	0.9909547738693467	4.3234091545798865	4.3234091545798865	0.0	2	1.0	-10.411080931626659	10.411080931626659	0.1752981081579595		623.44945	1365.3790283203125	1632_mz3_iin_sirius_2188
933	C26H38NO4	[M + Na]+	C26H38NO4	0.9909547738693466	58.374402105688134	58.374402105688134	0.0	30	0.7522825394578532	-2.0544700928421333	4.664602055263957	-3.652098079436222		451.26766	896.1150169372559	798_mz3_iin_sirius_952
934	C17H38N2O8	[M + H]+	C17H38N2O8	0.9904522613065327	30.128408619111564	27.97572694596254	2.152681673149025	11	0.33131067961165056	0.34290277884539677	5.391422766471842	-45102.37929188425		399.27252	1000.8749771118164	949_mz3_iin_sirius_1122
935	C28H48O8	[M + Na]+	C28H48O8	0.9904522613065327	9.015895385054856	3.4757444696940096	5.540150915360846	1	0.0	0.3003859706467037	0.3003859706467037	0.3682169885106638		535.32434	1211.5089797973633	1329_mz3_iin_sirius_1634
936	C24H48N2O6S2	[M + H]+	C24H48N2O6S2	0.9904522613065326	89.91559942307579	89.91559942307579	0.0	32	0.6176774383945703	-2.2010108464992766	4.752240889596975	-34283.028187140415		525.30420	820.7759857177734	688_mz3_iin_sirius_794
937	C22H40O4	[M + Na]+	C22H40O4	0.9904522613065326	61.63935373071873	61.63935373071873	0.0	20	0.6299234135667395	4.861420240197257	7.89843976399625	7.292548233302505		391.28473	1114.6879577636719	1130_mz3_iin_sirius_1343
938	C19H22NO2	[M + Na]+	C19H22NO2	0.9899497487437188	143.0862887874013	138.7223008511851	4.363987936216164	38	0.7842898832684826	2.3758819469968717	6.612884422749198	2.840694447793969		319.15518	535.2489852905273	382_mz3_iin_sirius_421
939	C27H50N2O2S2	[M + H]+	C27H50N2O2S2	0.9899497487437185	100.77010980689637	100.77010980689637	0.0	43	0.8064897530215454	2.430507079348556	5.483487599494918	7.096371371765753		499.34219	1049.6390533447266	1036_mz3_iin_sirius_1244
940	C19H32N3O4	[M + H]+	C19H32N3O4	0.9899497487437185	52.084964022655925	47.86797644892574	4.2169875737301865	17	0.39907135874877814	-2.249278211252944	6.502804022380031	5.102336144366083		367.24843	717.0439910888672	540_mz3_iin_sirius_596
941	C28H62N3O5S2	[M + Na]+	C28H62N3O5S2	0.9894472361809046	57.12183178498322	57.12183178498322	0.0	25	0.5951288386869042	4.059074871479946	5.49740946327304	0.40082452649399536		607.40255	692.112979888916	506_mz3_iin_sirius_558
942	C22H40N3O5	[M + H]+	C22H40N3O5	0.9894472361809046	31.06592137075857	31.06592137075857	0.0	13	0.5554115359688917	-2.583742696561139	6.258509463743194	-1.3633140407029203		427.30349	1153.4550476074219	1205_mz3_iin_sirius_1427
943	C8H10O3	[M + H]+	C8H10O3	0.9894472361809046	3.3136869676650047	3.3136869676650047	0.0	1	0.0	2.7688525909522967	2.7688525909522967	2.703955728649281		155.07069	165.92801570892334	44_mz3_iin_sirius_56
944	C24H44O7	[M - H2O + H]+	C24H42O6	0.9889447236180906	21.673246470761086	20.64210700882923	1.0311394619318526	9	0.185383980181668	-4.729952247300943	6.754970813142644	-42151.96992714832		427.30426	1197.9990005493164	1294_mz3_iin_sirius_1565
945	C33H60NO4	[M + Na]+	C33H60NO4	0.9889447236180905	49.94876975419246	49.94876975419246	0.0	26	0.6211705711823239	3.4750955987153023	4.032722029169012	-3.2944820441168523		557.43962	1330.654579323941	1572_mz3_iin_sirius_2103
